0 1 当日最高电压(V)
0 3 当日最低电压(V)
2 5 当日充电电量(AH)
2 9 当日放电电量(AH)
1 14 当前充电状态
1 13 当前输出状态
0 15 当前蓄电池电压(V)
0 17 第一组太阳电池电压(V)
0 19 第二组太阳电池电压(V)
0 21 第三组太阳电池电压(V)
0 23 第四组太阳电池电压(V)
0 25 第五组太阳电池电压(V)
0 27 第六组太阳电池电压(V)
0 29 当前电网电压(V)
0 31 蓄电池温度(摄氏度)
0 33 逆变器输出电压(V)
0 35 逆变器输出电流(A)
0 37 蓄电池放电电流(A)
0 39 蓄电池充电电流(A)
0 41 第一组太阳电池电流(A)
0 43 第二组太阳电池电流(A)
0 45 第三组太阳电池电流(A)
0 47 第四组太阳电池电流(A)
0 49 第五组太阳电池电流(A)
0 51 第六组太阳电池电流(A)

